id_anotacion,id_candidato,t_inicio,t_fin,categoria,notas,n_lecturas,monotonicity,r2_lineal,zcr,sim_alimentacion,sim_servido,d1_mean,d1_std,d1_max,d1_min,d1_energy,d1_rms,d2_mean,d2_std,d2_max,d2_min,d2_energy,d2_rms,d3_mean,d3_std,d3_max,d3_min,d3_energy,d3_rms,d1_n_sign_changes,d2_n_sign_changes,d1_frac_pos,d1_frac_neg,curvature_mean,curvature_max,curvature_min,curvature_std,curvature_integral,arc_length,arc_length_per_min,arc_vs_displacement,arc_per_n,tortuosity,straightness,energy_signal,energy_d1,energy_d2,rms_signal,rms_d1,energy_ratio_d1_signal,entropy_shannon,entropy_permutation,entropy_sample,fractal_higuchi,fractal_katz,lempel_ziv,freq_dominant_hz,freq_centroid_hz,power_ratio_low,autocorr_lag1,autocorr_lag3,autocorr_lag5,spectral_entropy,stat_median,stat_mad,stat_iqr,stat_skewness,stat_kurtosis,stat_trimmed_mean,stat_cv,n_maxima,n_minima,n_plateaus,peak_prominence_mean,peak_width_mean,peak_density,peak_height_max,valley_depth_min,tpl_ramp_down,tpl_exp_decay,tpl_alim_lenta,tpl_alim_escalonada,tpl_ramp_up,tpl_exp_rise,tpl_sigmoide,tpl_serv_brusco,tpl_plateau,tpl_triangular,tpl_parabola_down,tpl_doble_rampa,time_to_max_s,time_to_min_s,time_to_25pct_s,time_to_50pct_s,time_to_75pct_s,rise_time_s,fall_time_s,settling_time_s,overshoot_g,undershoot_g,initial_slope_g_min,final_slope_g_min,idx_arc_per_delta,idx_energy_per_min,idx_complexity,idx_linearity,idx_template_max,idx_shape_noise
156,227,2026-06-01 21:16:00+00:00,2026-06-01 21:27:00+00:00,ruido,,23,0.0,0.1578,0.1364,-0.5808,0.5808,0.0015,0.0555,0.2,-0.1667,0.0678,0.0555,0.0,0.0033,0.0122,-0.0067,0.0002,0.0033,0.0,0.0002,0.0006,-0.0006,0.0,0.0002,3,3,0.0455,0.0455,0.00035,0.003054,0.0,0.000864,0.1998,661.008,60.092,661.008,28.739,1.0015,0.9985,340418.0,0.0678,0.0002,121.658,0.0555,0.0,0.6784,0.2124,0.1178,1.2891,0.7991,1.7701,0.001449,0.007625,0.5712,0.1319,-0.0119,-0.0219,3.3868,122.0,0.0,0.0,-4.137,15.9389,121.947,0.0102,0,0,1,0.0,0.0,0.0,122.0,116.0,-0.5808,-0.5954,-0.5759,-0.6061,0.5808,0.5954,0.571,0.6003,0.0,-0.5394,-0.5431,-0.508,90.0,60.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,5.0,-0.4,0.0,661.008,0.0062,0.1519,0.0,0.6061,2.2818
157,229,2026-06-01 23:15:00+00:00,2026-06-01 23:24:00+00:00,alimentacion,,19,-0.1111,0.7937,0.7778,0.9021,-0.9021,-0.0481,0.1445,0.1667,-0.3333,0.4178,0.1523,-0.0007,0.0083,0.0144,-0.0167,0.0012,0.0083,-0.0,0.0005,0.001,-0.001,0.0,0.0005,14,14,0.2778,0.3889,0.001652,0.005332,0.0,0.001468,0.8456,546.16,60.684,21.006,28.745,1.0102,0.9899,249524.0,0.4178,0.0012,114.599,0.1523,2e-06,2.5821,0.8708,0.9163,0.7076,0.7788,2.2358,0.001754,0.004459,0.8248,0.715,0.5413,0.2427,1.9955,118.0,5.0,14.5,-0.7476,-0.53,114.882,0.0704,2,1,0,4.5,1.0,0.222,124.0,117.0,0.9021,0.8003,0.8194,0.9011,-0.9021,-0.8003,-0.9171,-0.72,0.0,0.3997,0.4503,0.966,60.0,540.0,300.0,360.0,420.0,210.0,210.0,540.0,3.0,26.0,3.0,-10.0,21.0062,0.0464,0.6484,0.0882,0.966,1.5821
158,231,2026-06-02 01:05:00+00:00,2026-06-02 01:11:00+00:00,ruido,,13,0.0,0.1394,0.3333,-0.8249,0.8249,0.0083,0.0511,0.1667,-0.0667,0.0322,0.0518,0.0,0.0026,0.0056,-0.0056,0.0001,0.0026,0.0,0.0002,0.0002,-0.0004,0.0,0.0002,4,6,0.0833,0.0833,0.000596,0.001389,0.0,0.000572,0.2324,360.48,60.08,120.16,27.729,1.0013,0.9987,119659.0,0.0322,0.0001,95.94,0.0518,0.0,1.5262,0.335,0.9163,0.2792,0.884,1.9925,0.002564,0.00491,0.8961,0.6095,-0.4059,-0.4438,1.7409,96.0,2.0,2.0,-0.5012,-0.9294,96.0,0.0189,1,0,1,2.0,1.85,0.167,98.0,93.0,-0.8249,-0.906,-0.8881,-0.815,0.8249,0.906,0.7849,0.9425,0.0,-0.9003,-0.9069,-0.6432,90.0,0.0,0.0,0.0,210.0,210.0,210.0,210.0,2.0,0.0,-0.0,-0.0,120.16,0.0054,0.2558,0.0,0.9425,0.5563
160,235,2026-06-02 12:36:00+00:00,2026-06-02 12:38:00+00:00,servido,,5,0.5,0.7999,0.25,-0.9111,0.9111,0.2917,0.3192,0.7667,0.0,0.7478,0.4324,0.0044,0.0157,0.0256,-0.0122,0.0008,0.0164,-0.0002,0.0011,0.0009,-0.0013,0.0,0.0011,1,2,0.5,0.0,0.003875,0.007915,0.0,0.003236,0.5079,130.113,65.057,3.718,26.023,1.0409,0.9607,42123.0,0.7478,0.0008,91.786,0.4324,1.8e-05,1.371,-0.0,0.0,1.0,1.0,1.8575,0.006667,0.00778,0.833,0.4667,-0.9334,0.0,0.6509,79.0,0.0,23.0,0.6045,-1.413,86.667,0.1623,0,0,0,0.0,0.0,0.0,114.0,79.0,-0.9111,-0.7995,-0.8293,-0.9111,0.9111,0.7995,0.9222,0.6924,0.0,-0.2242,-0.2825,-0.9636,120.0,0.0,0.0,90.0,90.0,120.0,120.0,120.0,0.0,0.0,-0.0,24.0,3.7175,0.3739,0.0,0.4,0.9636,1.8575
161,237,2026-06-02 17:41:00+00:00,2026-06-02 17:52:00+00:00,ruido,,23,0.0455,0.2386,0.0909,-0.8927,0.8927,0.0091,0.0417,0.2,0.0,0.04,0.0426,0.0,0.0021,0.0067,-0.0067,0.0001,0.0021,-0.0,0.0001,0.0002,-0.0004,0.0,0.0001,2,2,0.0455,0.0,0.00036,0.003333,0.0,0.000842,0.1985,660.594,60.054,110.099,28.721,1.0009,0.9991,209736.0,0.04,0.0001,95.493,0.0426,0.0,0.4262,-0.0,0.1112,0.6381,1.0,1.7701,0.001449,0.005405,0.7775,0.5184,-0.0143,-0.0265,3.0029,96.0,0.0,0.0,-2.9318,6.5952,96.0,0.0177,0,0,1,0.0,0.0,0.0,96.0,90.0,-0.8927,-0.9612,-0.9595,-0.8872,0.8927,0.9612,0.8514,0.9801,0.0,-0.8773,-0.9214,-0.7436,60.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,4.8,0.0,110.099,0.0036,0.071,0.0109,0.9801,1.1295
164,243,2026-06-03 01:39:00+00:00,2026-06-03 01:51:00+00:00,ruido,,25,0.0417,0.1641,0.125,0.4028,-0.4028,-0.0014,0.0748,0.2,-0.3,0.1344,0.0748,0.0,0.0042,0.01,-0.0167,0.0004,0.0042,-0.0,0.0003,0.0009,-0.0007,0.0,0.0003,3,3,0.0833,0.0417,0.000508,0.004705,0.0,0.001106,0.3641,721.982,60.165,721.982,28.879,1.0028,0.9973,322481.0,0.1344,0.0004,113.575,0.0748,0.0,0.8743,0.1985,0.1112,1.154,0.8103,1.486,0.001333,0.006519,0.6814,0.2897,0.0408,-0.0233,3.414,113.0,0.0,0.0,3.9648,15.0428,113.095,0.0162,1,0,1,8.0,0.556,0.083,122.0,113.0,0.4028,0.3865,0.366,0.4448,-0.4028,-0.3865,-0.4118,-0.384,0.0,0.3429,0.3247,0.3727,90.0,120.0,0.0,0.0,120.0,120.0,120.0,120.0,8.0,1.0,1.2,-0.0,721.982,0.0112,0.1283,0.0068,0.4448,1.7148
165,245,2026-06-03 09:54:00+00:00,2026-06-03 10:07:00+00:00,ruido,,27,0.0,0.0803,0.2308,-0.5233,0.5233,0.0051,0.1731,0.6,-0.5667,0.78,0.1732,0.0,0.0093,0.02,-0.0278,0.0022,0.0093,0.0,0.0006,0.0016,-0.0014,0.0,0.0006,6,6,0.0769,0.0769,0.001206,0.005614,0.0,0.002027,0.9768,790.93,60.841,197.732,29.294,1.014,0.9862,380241.0,0.78,0.0022,118.672,0.1732,2e-06,1.3033,0.3382,0.1243,0.551,0.7995,1.7611,0.002469,0.004903,0.796,0.5258,-0.0019,-0.258,2.9862,117.0,0.0,0.0,1.8823,2.4002,117.826,0.0443,2,0,1,11.0,1.361,0.154,134.0,113.0,-0.5233,-0.6215,-0.6279,-0.5227,0.5233,0.6215,0.4631,0.6515,0.0,-0.597,-0.6637,-0.3647,180.0,0.0,0.0,0.0,210.0,210.0,210.0,210.0,17.0,0.0,10.8,-0.0,197.7325,0.06,0.0685,0.0,0.6637,0.9704
166,247,2026-06-03 17:43:00+00:00,2026-06-03 17:55:00+00:00,ruido,,25,0.0,0.2744,0.125,-0.8374,0.8374,0.0069,0.113,0.4667,-0.3,0.3078,0.1132,-0.0,0.0066,0.0256,-0.0156,0.001,0.0066,0.0,0.0004,0.0012,-0.0014,0.0,0.0004,3,4,0.0417,0.0417,0.000614,0.006323,0.0,0.001489,0.4601,724.427,60.369,144.885,28.977,1.0061,0.9939,359278.0,0.3078,0.001,119.88,0.1132,1e-06,0.7641,0.1985,0.1171,0.8493,0.7743,1.8575,0.001333,0.005845,0.6949,0.3985,0.2381,-0.0354,3.1498,121.0,0.0,0.0,-3.0818,9.3674,120.524,0.0257,0,0,1,0.0,0.0,0.0,121.0,107.0,-0.8374,-0.8736,-0.8604,-0.8522,0.8374,0.8736,0.815,0.883,0.0,-0.7921,-0.8108,-0.7142,120.0,90.0,0.0,0.0,120.0,120.0,120.0,120.0,0.0,9.0,0.2,-0.0,144.8854,0.0257,0.0995,0.0,0.883,1.5776
167,249,2026-06-04 00:28:00+00:00,2026-06-04 00:39:00+00:00,ruido,,23,0.0,0.2297,0.1364,0.8151,-0.8151,-0.003,0.0512,0.1333,-0.2,0.0578,0.0512,0.0,0.003,0.0067,-0.0111,0.0002,0.003,-0.0,0.0002,0.0006,-0.0005,0.0,0.0002,3,3,0.0455,0.0455,0.000337,0.002773,0.0,0.000763,0.1995,660.86,60.078,330.43,28.733,1.0013,0.9987,301232.0,0.0578,0.0002,114.442,0.0512,0.0,0.6784,0.2124,0.1178,1.0668,0.7739,1.5734,0.001449,0.00649,0.6914,0.3252,-0.0164,-0.0305,3.1939,114.0,0.0,0.0,3.4264,11.2181,114.105,0.0115,0,0,1,0.0,0.0,0.0,120.0,114.0,0.8151,0.8572,0.8431,0.8299,-0.8151,-0.8572,-0.7891,-0.8694,0.0,0.7796,0.8028,0.6956,60.0,90.0,0.0,0.0,90.0,90.0,90.0,90.0,4.0,2.0,-0.4,0.0,330.43,0.0053,0.1257,0.0,0.8694,1.6785
168,251,2026-06-04 01:42:00+00:00,2026-06-04 01:58:00+00:00,ruido,,33,0.0625,0.2417,0.2812,-0.8952,0.8952,0.0219,0.1634,0.5667,-0.5667,0.87,0.1649,0.0,0.0089,0.0189,-0.0378,0.0024,0.0089,-0.0,0.0005,0.0019,-0.0019,0.0,0.0005,9,12,0.125,0.0625,0.001356,0.009444,0.0,0.002294,1.251,972.297,60.769,46.3,29.464,1.0126,0.9876,417603.0,0.87,0.0024,112.493,0.1649,2e-06,1.2233,0.2895,0.3443,0.6811,0.8762,1.8343,0.00101,0.005103,0.8318,0.526,0.0545,0.1113,3.3845,114.0,2.0,2.0,-1.4323,5.5363,113.185,0.0533,2,1,2,9.5,1.188,0.125,129.0,112.0,-0.8952,-0.9617,-0.9595,-0.8842,0.8952,0.9617,0.8554,0.9744,0.0,-0.8848,-0.926,-0.7321,360.0,0.0,0.0,60.0,90.0,90.0,90.0,630.0,15.0,0.0,9.143,-0.0,46.2999,0.0544,0.2345,0.0151,0.9744,1.2493
169,253,2026-06-04 09:15:00+00:00,2026-06-04 09:33:00+00:00,ruido,,37,0.0278,0.272,0.3611,-0.3772,0.3772,0.0019,0.1468,0.5,-0.6,0.7756,0.1468,-0.0,0.007,0.02,-0.02,0.0017,0.007,-0.0,0.0004,0.0013,-0.0009,0.0,0.0004,13,12,0.1667,0.1389,0.001264,0.00558,0.0,0.001854,1.4028,1090.995,60.611,545.497,29.486,1.0102,0.9899,552319.0,0.7756,0.0017,122.178,0.1468,1e-06,1.6514,0.4981,0.1286,0.3634,0.7761,1.5488,0.000901,0.001929,0.9642,0.8836,0.6106,0.3968,1.7223,116.0,0.0,17.0,0.7808,-1.2876,121.194,0.0718,3,2,1,11.333,2.684,0.167,138.0,130.0,-0.3772,-0.5265,-0.5209,-0.3759,0.3772,0.5265,0.2889,0.6108,0.0,-0.6164,-0.6753,-0.1422,390.0,0.0,0.0,0.0,480.0,480.0,480.0,480.0,22.0,0.0,8.143,-0.0,545.4975,0.0431,0.0467,0.0076,0.6753,0.5628
170,255,2026-06-04 14:13:00+00:00,2026-06-04 14:24:00+00:00,ruido,,22,0.0,0.0829,0.0952,-0.3527,0.3527,0.0016,0.1081,0.3667,-0.3333,0.2456,0.1081,-0.0006,0.0057,0.0111,-0.0233,0.0007,0.0058,0.0,0.0003,0.0011,-0.0004,0.0,0.0003,2,2,0.0476,0.0476,0.000981,0.009655,0.0,0.002687,0.5027,633.576,60.341,633.576,28.799,1.0057,0.9944,268281.0,0.2456,0.0007,110.429,0.1081,1e-06,0.2668,0.2201,0.1178,1.4549,0.827,1.6216,0.016667,0.009739,0.3932,-0.1535,-0.006,-0.0111,3.4459,110.0,0.0,0.0,4.2899,16.6655,110.0,0.019,0,0,1,0.0,0.0,0.0,120.0,109.0,-0.3527,-0.3985,-0.4225,-0.3355,0.3527,0.3985,0.3264,0.4057,0.0,-0.3642,-0.3971,-0.2776,30.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,10.0,0.0,-1.4,0.0,633.576,0.0234,0.1714,0.0,0.4225,2.3593
171,257,2026-06-04 15:44:00+00:00,2026-06-04 15:57:00+00:00,ruido,,27,-0.0385,0.4482,0.2308,0.0751,-0.0751,-0.0013,0.067,0.2667,-0.1667,0.1167,0.067,0.0,0.0032,0.0089,-0.0089,0.0003,0.0032,-0.0,0.0002,0.0004,-0.0006,0.0,0.0002,6,8,0.0385,0.0769,0.000776,0.004444,0.0,0.00106,0.5619,781.728,60.133,781.728,28.953,1.0022,0.9978,315210.0,0.1167,0.0003,108.048,0.067,0.0,1.5146,0.3073,0.1769,0.2965,0.8139,1.4089,0.001235,0.00264,0.943,0.8359,0.4987,0.222,1.9462,106.0,0.0,4.0,1.3891,0.3755,107.565,0.0299,1,0,1,8.0,2.15,0.077,115.0,106.0,0.0751,-0.0428,-0.062,0.0923,-0.0751,0.0428,-0.1462,0.0973,0.0,-0.1158,-0.1889,0.206,60.0,300.0,0.0,0.0,300.0,300.0,300.0,300.0,8.0,1.0,4.8,-0.0,781.728,0.009,0.0525,0.0173,0.206,0.4177
172,259,2026-06-04 16:20:00+00:00,2026-06-04 16:25:00+00:00,ruido,,11,0.1,0.45,0.2,-0.9174,0.9174,0.0133,0.04,0.1333,0.0,0.0178,0.0422,0.0,0.0021,0.0044,-0.0044,0.0,0.0021,-0.0,0.0001,0.0001,-0.0003,0.0,0.0001,2,2,0.1,0.0,0.000504,0.002222,0.0,0.000727,0.1329,300.265,60.053,75.066,27.297,1.0008,0.9992,156512.0,0.0178,0.0,119.283,0.0422,0.0,0.684,-0.0,0.3365,1.0,1.0,2.2015,0.00303,0.005945,0.7237,0.5278,-0.0833,-0.1852,1.8535,120.0,0.0,0.0,-1.6499,0.7222,119.556,0.0129,0,0,1,0.0,0.0,0.0,120.0,116.0,-0.9174,-0.9739,-0.9649,-0.9167,0.9174,0.9739,0.8866,0.9864,0.0,-0.8677,-0.9007,-0.7888,60.0,0.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,0.0,-0.0,-0.0,75.0662,0.0036,0.3365,0.045,0.9864,2.2015
173,261,2026-06-04 18:49:00+00:00,2026-06-04 19:00:00+00:00,ruido,,23,0.0455,0.3096,0.2273,0.0918,-0.0918,0.0015,0.113,0.3333,-0.4,0.2811,0.113,0.0,0.0066,0.0244,-0.0133,0.0009,0.0066,0.0,0.0004,0.0013,-0.0012,0.0,0.0004,5,6,0.0909,0.0455,0.000866,0.006667,0.0,0.001811,0.4979,664.083,60.371,664.083,28.873,1.0062,0.9939,202455.0,0.2811,0.0009,93.821,0.113,1e-06,1.2088,0.2124,0.2412,0.9778,0.8103,1.5734,0.001449,0.006747,0.6066,0.2282,0.2178,0.1301,3.1738,93.0,0.0,3.0,-2.6224,8.4634,94.158,0.0286,0,1,2,0.0,0.0,0.0,96.0,83.0,0.0918,0.2259,0.2267,0.0688,-0.0918,-0.2259,-0.036,-0.2957,0.0,0.4169,0.4217,-0.0723,450.0,60.0,0.0,0.0,450.0,450.0,450.0,450.0,0.0,12.0,-3.6,0.0,664.083,0.0256,0.2358,0.0141,0.4217,1.5385
174,263,2026-06-04 23:12:00+00:00,2026-06-04 23:24:00+00:00,ruido,,25,0.0417,0.0738,0.1667,-0.3092,0.3092,0.0014,0.1307,0.4333,-0.4667,0.41,0.1307,-0.0001,0.0077,0.0156,-0.03,0.0014,0.0077,0.0,0.0005,0.0015,-0.0015,0.0,0.0005,4,4,0.0833,0.0417,0.000641,0.007497,0.0,0.001663,0.464,725.868,60.489,725.868,29.035,1.0081,0.9919,263359.0,0.41,0.0014,102.637,0.1307,2e-06,0.6396,0.1985,0.1112,1.3599,0.83,1.6718,0.004,0.00827,0.5572,0.0221,-0.1404,-0.0118,3.5634,102.0,0.0,0.0,4.5774,19.3346,102.048,0.0269,1,0,1,14.0,0.519,0.083,116.0,101.0,-0.3092,-0.3721,-0.3887,-0.2633,0.3092,0.3721,0.2718,0.3862,0.0,-0.3488,-0.3957,-0.2206,90.0,0.0,0.0,0.0,120.0,120.0,120.0,120.0,14.0,0.0,3.0,-0.0,725.868,0.0342,0.1512,0.0031,0.3957,2.2735
175,265,2026-06-05 01:34:00+00:00,2026-06-05 01:46:00+00:00,ruido,,25,0.0,0.1297,0.125,0.4296,-0.4296,-0.0056,0.3181,1.0333,-1.1667,2.4289,0.3181,0.0,0.0187,0.0389,-0.0733,0.0081,0.0187,0.0,0.0012,0.0037,-0.0036,0.0,0.0012,3,4,0.0417,0.0417,0.001522,0.018212,0.0,0.004212,1.1412,749.237,62.436,187.309,29.969,1.0406,0.961,286768.0,2.4289,0.0081,107.101,0.3181,8e-06,0.7641,0.1985,0.1171,1.2307,0.8099,1.486,0.001333,0.007865,0.5462,0.0771,0.061,-0.0186,3.5355,105.0,0.0,0.0,4.4415,18.441,105.381,0.0644,0,0,1,0.0,0.0,0.0,140.0,105.0,0.4296,0.4209,0.4044,0.466,-0.4296,-0.4209,-0.4343,-0.4193,0.0,0.3749,0.3626,0.3905,90.0,120.0,0.0,0.0,120.0,120.0,120.0,120.0,31.0,4.0,4.6,-0.0,187.3092,0.2024,0.1441,0.0,0.466,1.8288
176,267,2026-06-05 02:41:00+00:00,2026-06-05 02:53:00+00:00,ruido,,25,-0.0417,0.0017,0.2083,-0.7135,0.7135,0.0042,0.0862,0.3667,-0.2,0.1789,0.0863,0.0,0.0049,0.0122,-0.0189,0.0006,0.0049,0.0,0.0003,0.0009,-0.001,0.0,0.0003,5,7,0.0417,0.0833,0.000528,0.004673,0.0,0.001095,0.3958,722.614,60.218,240.871,28.905,1.0036,0.9964,271543.0,0.1789,0.0006,104.22,0.0863,1e-06,1.2611,0.3588,0.1501,0.753,0.8549,1.8575,0.004,0.007397,0.65,0.1671,-0.2553,-0.1593,3.4541,104.0,0.0,0.0,1.9104,6.7261,104.048,0.0194,1,0,1,8.0,0.515,0.083,112.0,101.0,-0.7135,-0.7967,-0.7991,-0.6919,0.7135,0.7967,0.6629,0.8235,0.0,-0.7415,-0.797,-0.5575,90.0,0.0,0.0,0.0,210.0,210.0,210.0,210.0,8.0,0.0,4.2,-0.0,240.8713,0.0149,0.113,0.0001,0.8235,1.3987
177,269,2026-06-05 14:33:00+00:00,2026-06-05 14:44:00+00:00,ruido,,23,0.0,0.0837,0.1364,-0.0325,0.0325,0.0,0.0804,0.2667,-0.2667,0.1422,0.0804,0.0,0.0048,0.0089,-0.0178,0.0005,0.0048,-0.0,0.0003,0.0009,-0.0009,0.0,0.0003,3,3,0.0455,0.0455,0.000483,0.004444,0.0,0.001303,0.2667,662.097,60.191,662096698.785,28.787,1.0032,0.9968,231664.0,0.1422,0.0005,100.361,0.0804,1e-06,0.258,0.2124,0.229,1.5543,0.819,1.5734,0.004348,0.008696,0.4545,-0.0496,-0.0068,-0.0126,3.4594,100.0,0.0,0.0,4.4772,18.0455,100.0,0.0163,1,0,1,8.0,0.5,0.091,108.0,100.0,-0.0325,-0.0684,-0.0889,0.0,0.0325,0.0684,0.0119,0.0774,0.0,-0.067,-0.0965,0.0,60.0,0.0,660.0,660.0,660.0,0.0,0.0,90.0,8.0,0.0,1.6,0.0,662.097,0.0129,0.3559,0.0,0.0965,2.4455
178,271,2026-06-05 15:29:00+00:00,2026-06-05 15:40:00+00:00,ruido,,23,0.0455,0.3409,0.0909,-0.9074,0.9074,0.0091,0.0417,0.2,0.0,0.04,0.0426,0.0,0.0021,0.0067,-0.0067,0.0001,0.0021,0.0,0.0001,0.0002,-0.0004,0.0,0.0001,2,3,0.0455,0.0,0.000288,0.001667,0.0,0.000627,0.1985,660.594,60.054,110.099,28.721,1.0009,0.9991,199952.0,0.04,0.0001,93.239,0.0426,0.0,0.5586,-0.0,0.1243,0.3274,1.0,1.7701,0.001449,0.004366,0.9053,0.6902,-0.0225,-0.0417,2.6179,94.0,0.0,0.0,-2.1947,2.8167,93.684,0.0217,0,0,1,0.0,0.0,0.0,94.0,88.0,-0.9074,-0.9696,-0.9633,-0.9092,0.9074,0.9696,0.8698,0.987,0.0,-0.884,-0.9225,-0.762,90.0,0.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,0.0,3.6,-0.0,110.099,0.0036,0.0407,0.0155,0.987,0.5795
179,273,2026-06-05 16:49:00+00:00,2026-06-05 17:00:00+00:00,ruido,,23,-0.0455,0.2386,0.0909,0.8927,-0.8927,-0.0227,0.1041,0.0,-0.5,0.25,0.1066,0.0,0.0051,0.0167,-0.0167,0.0006,0.0051,0.0,0.0003,0.0011,-0.0006,0.0,0.0003,2,2,0.0,0.0455,0.000874,0.008333,0.0,0.002066,0.4783,663.541,60.322,44.236,28.85,1.0051,0.9949,175718.0,0.25,0.0006,87.407,0.1066,1e-06,0.4262,0.2124,0.1112,0.6381,1.0,1.5734,0.001449,0.005405,0.7775,0.5184,-0.0143,-0.0265,3.0029,86.0,0.0,0.0,2.9318,6.5952,86.0,0.0484,0,0,1,0.0,0.0,0.0,101.0,86.0,0.8927,0.9612,0.9595,0.8872,-0.8927,-0.9612,-0.8514,-0.9801,0.0,0.8773,0.9214,0.7436,0.0,60.0,0.0,0.0,60.0,60.0,60.0,60.0,0.0,15.0,-12.0,0.0,44.2361,0.0227,0.071,0.0109,0.9801,1.004
180,275,2026-06-05 19:50:00+00:00,2026-06-05 19:57:00+00:00,ruido,,15,0.0,0.0028,0.2857,-0.7049,0.7049,0.0048,0.0517,0.1667,-0.1,0.0378,0.0519,0.0,0.0025,0.0056,-0.0056,0.0001,0.0025,0.0,0.0002,0.0002,-0.0004,0.0,0.0002,4,6,0.0714,0.0714,0.00059,0.001389,0.0,0.000588,0.2656,420.563,60.08,210.282,28.038,1.0013,0.9987,133716.0,0.0378,0.0001,94.416,0.0519,0.0,1.4566,0.2991,0.5465,0.2594,0.8521,2.0837,0.004444,0.004685,0.8846,0.6024,-0.3914,-0.5,1.9119,94.0,0.0,1.5,0.3562,-0.9619,94.385,0.0185,1,0,1,3.0,1.9,0.143,97.0,92.0,-0.7049,-0.8125,-0.7952,-0.6933,0.7049,0.8125,0.6458,0.8777,0.0,-0.8361,-0.8672,-0.4795,90.0,0.0,0.0,0.0,210.0,210.0,210.0,210.0,3.0,0.0,-0.0,0.0,210.2815,0.0054,0.1418,0.0,0.8777,0.5405
181,277,2026-06-05 20:15:00+00:00,2026-06-05 20:22:00+00:00,alimentacion,,15,-0.2143,0.4837,0.7143,0.3882,-0.3882,-0.0405,0.1874,0.4333,-0.4667,0.5144,0.1917,0.0,0.0094,0.0156,-0.0156,0.0011,0.0094,0.0,0.0006,0.001,-0.001,0.0,0.0006,10,12,0.0714,0.2857,0.002297,0.005833,0.0,0.001616,1.0336,427.413,61.059,25.142,28.494,1.0168,0.9835,147673.0,0.5144,0.0011,99.221,0.1917,3e-06,2.5559,0.6099,21.4164,0.2896,0.7448,2.0837,0.002222,0.003447,0.9117,0.7967,0.1944,-0.1534,1.2023,99.0,5.0,8.0,-0.4759,-0.6433,99.0,0.0995,1,0,1,13.0,1.656,0.143,112.0,82.0,0.3882,0.1879,0.2268,0.3897,-0.3882,-0.1879,-0.4393,-0.0553,0.0,-0.2955,-0.2662,0.6409,90.0,360.0,300.0,300.0,360.0,60.0,60.0,360.0,13.0,17.0,-0.0,0.0,25.1419,0.0735,6.2022,0.1037,0.6409,0.6034
182,279,2026-06-05 21:07:00+00:00,2026-06-05 21:18:00+00:00,ruido,,23,0.0,0.0791,0.1364,0.0785,-0.0785,-0.0015,0.8794,2.9,-2.9333,17.0144,0.8794,0.0,0.052,0.1944,-0.0978,0.0567,0.052,0.0002,0.0032,0.0097,-0.0097,0.0002,0.0032,3,3,0.0455,0.0455,0.005293,0.048889,0.0,0.014281,2.9191,785.0,71.364,785.0,34.13,1.1894,0.8408,166868.0,17.0144,0.0567,85.177,0.8794,0.000102,0.258,0.2124,0.229,1.5427,0.8202,1.5734,0.010145,0.008758,0.4476,-0.0601,-0.0065,-0.012,3.4591,87.0,0.0,0.0,-4.4754,18.035,87.0,0.2132,0,0,1,0.0,0.0,0.0,88.0,0.0,0.0785,0.1175,0.1377,0.0461,-0.0785,-0.1175,-0.056,-0.1274,0.0,0.1118,0.1432,0.0387,0.0,60.0,0.0,0.0,90.0,90.0,90.0,90.0,0.0,88.0,-18.2,0.0,785.0,1.5468,0.3533,0.0,0.1432,2.4273
183,281,2026-06-05 23:38:00+00:00,2026-06-05 23:52:00+00:00,ruido,,29,-0.0714,0.5246,0.3571,0.1977,-0.1977,-0.0024,0.0796,0.3,-0.1667,0.1778,0.0797,0.0,0.0038,0.01,-0.01,0.0004,0.0038,-0.0,0.0002,0.0004,-0.0007,0.0,0.0002,10,8,0.0714,0.1429,0.00107,0.005,0.0,0.001404,0.8562,842.63,60.188,421.315,29.056,1.0031,0.9969,722171.0,0.1778,0.0004,157.805,0.0797,0.0,1.8841,0.4647,0.1526,0.6671,0.7479,1.5076,0.001149,0.002526,0.9464,0.8309,0.6421,0.4504,1.7462,155.0,0.0,5.0,1.0434,-0.3818,157.32,0.0243,2,1,1,6.5,1.142,0.143,166.0,161.0,0.1977,0.0652,0.0526,0.213,-0.1977,-0.0652,-0.2763,0.0309,0.0,-0.0611,-0.1262,0.3493,60.0,360.0,0.0,0.0,360.0,360.0,360.0,360.0,9.0,2.0,3.4,-0.0,421.315,0.0127,0.1018,0.0375,0.3493,1.0057
