ts,battery_level,battery_voltage,clock_invalid,humidity,light_lux,light_percent,temperature,weight_grams,delta_w,delta_w_10,rolling_std_5,rolling_std_10,rolling_mean_5,net_weight,is_plateau,plateau_duration_s,hour_sin,hour_cos,dia_semana_sin,delta_w_30,rolling_std_30,session_gap_s,weight_zscore,trend_slope,cluster_ganador,anomaly_if,score_if
2026-04-22 02:43:30+00:00,,,0.5,43.5,13.685,1.0,23.0,138.0,-4.0,-0.4,1.7888543819997154,1.2649110640689163,141.2,-4.0,0,0,-0.3296906452627879,0.944089020392784,0.7818314824680298,-4.0,0.7302967433451542,0.0,-10.86316405615156,-0.2181818181818189,1,-1,0.6123308179512766
2026-04-22 02:44:00+00:00,,,0.5,43.5,13.685,1.0,23.0,138.0,0.0,-0.4,2.1908902300205697,1.6865480854243593,140.4,-4.0,0,0,-0.3255681544571567,0.9455185755993168,0.7818314824680298,-4.0,1.0148325268134248,0.0,-7.649074017664068,-0.387878787878782,1,-1,0.5958351982076047
2026-04-22 02:44:30+00:00,,,0.5,43.5,13.685,1.0,23.0,134.0,-4.0,-0.8,3.346640106136243,2.7968235951211993,138.8,-8.0,0,0,-0.3255681544571567,0.9455185755993168,0.7818314824680298,-8.0,1.7366899418233388,0.0,-8.857446362133087,-0.7272727272727266,1,-1,0.6606697354656641
2026-04-22 02:45:00+00:00,,,0.5,43.5,13.685,1.0,23.0,131.0,-3.0,-1.1,4.219004621945751,4.001388647846645,136.6,-11.0,0,0,-0.32143946530316186,0.9469301294951056,0.7818314824680298,-11.0,2.5777563085393513,0.0,-8.09332034345711,-1.1333333333333326,1,-1,0.6868639256289224
2026-04-22 02:45:30+00:00,,,0.5,43.5,13.685,1.0,23.0,131.0,0.0,-1.1,3.5071355833499798,4.638007234914198,134.4,-11.0,0,0,-0.32143946530316186,0.9469301294951056,0.7818314824680298,-11.0,3.1615506162100715,0.0,-6.4549616162696335,-1.4060606060606036,1,-1,0.6651396943988266
2026-04-22 02:46:00+00:00,,,0.5,43.5,6.843,1.0,23.0,140.0,9.0,-0.2,4.0865633483404595,4.49691252107795,134.8,-1.8000000000000114,0,0,-0.3173046564050927,0.9483236552061991,0.7818314824680298,-2.0,3.1549996812224066,0.0,-1.002869446352489,-1.054545454545453,1,-1,0.6155792487191948
2026-04-22 02:46:30+00:00,,,0.5,43.5,13.685,1.0,23.0,129.0,-11.0,-1.3,4.301162633521267,5.056349144063595,133.0,-10.800000000000011,0,0,-0.3173046564050927,0.9483236552061991,0.7818314824680298,-13.0,3.7936728935157897,0.0,-6.2040794340918115,-1.2787878787878826,1,-1,0.6864049811385634
2026-04-22 02:47:00+00:00,,,0.5,43.5,13.685,1.0,23.0,129.0,0.0,-1.3,4.582575694955796,5.211099265564038,132.0,-9.0,0,0,-0.31316380648374953,0.949699126201877,0.7818314824680298,-13.0,4.294342709932802,0.0,-5.353047259295049,-1.3454545454545384,1,-1,0.6678466165046174
2026-04-22 02:47:30+00:00,,,0.5,43.5,13.685,1.0,23.0,129.0,0.0,-1.3,4.774934554525287,4.998888765405356,131.6,-8.599999999999994,0,0,-0.31316380648374953,0.949699126201877,0.7818314824680298,-13.0,4.701308206295679,0.0,-4.768924017529355,-1.2545454545454464,1,-1,0.6648529311288868
2026-04-22 02:48:00+00:00,,,0.5,43.5,6.843,1.0,23.0,129.0,0.0,-1.3,4.919349550499496,4.366539438350938,131.2,-4.699999999999989,0,0,-0.3090169943749468,0.9510565162951538,0.7818314824680298,-13.0,5.037331897312976,0.0,-4.3354713471743755,-1.0060606060606,1,-1,0.6625597587374911
2026-04-22 02:48:30+00:00,,,0.5,43.5,13.685,1.0,23.0,129.0,0.0,-0.9,0.0,4.094712037088131,129.0,-2.0,1,30,-0.3090169943749468,0.9510565162951538,0.7818314824680298,-13.0,5.315883810775398,30.0,-3.9969009082254954,-0.8666666666666623,1,-1,0.5805017017751379
2026-04-22 02:49:00+00:00,,,0.5,43.5,13.685,1.0,23.100000190000003,129.0,0.0,-0.9,0.0,3.5590260840115726,129.0,-1.8000000000000114,1,60,-0.30486429902801127,0.9523957996432783,0.7818314824680298,-13.0,5.545630981999681,60.0,-3.722652431241667,-0.6181818181818219,1,-1,0.5756768219735056
2026-04-22 02:49:30+00:00,,,0.5,43.5,13.685,1.0,23.100000190000003,129.0,0.0,-0.5,0.0,3.439961240092918,129.0,0.0,1,90,-0.30486429902801127,0.9523957996432783,0.7818314824680298,-13.0,5.732444464644999,90.0,-3.4943930369728173,-0.5272727272727261,1,-1,0.5507166077279722
2026-04-22 02:50:00+00:00,,,0.5,43.5,13.685,1.0,23.100000190000003,129.0,0.0,-0.2,0.0,3.4657049948198786,129.0,0.0,1,120,-0.30070579950427384,0.9537169507482267,0.7818314824680298,-13.0,5.880417531505478,120.0,-3.3003677115236427,-0.5757575757575758,1,-1,0.5455916224575337
2026-04-22 02:50:30+00:00,,,0.5,43.5,13.685,1.0,23.100000190000003,129.0,0.0,-0.2,0.0,3.4785054261864268,129.0,0.0,1,150,-0.30070579950427384,0.9537169507482267,0.7818314824680298,-13.0,5.992428172478036,150.0,-3.1326446112384794,-0.5999999999999989,1,-1,0.5452226074814795
2026-04-22 07:19:30+00:00,,,0.5,42.0,13.685,1.0,22.20000038,127.0,-2.0,-0.2,0.89442719099967,0.6324555320406915,128.6,-2.0,1,16290,0.7632324697825288,0.646123979642964,0.9749279121818236,-2.0,0.36514837168897935,16290.0,-10.863164049322762,-0.10909090909090809,1,-1,0.5463858721273355
2026-04-22 07:20:00+00:00,,,0.5,42.0,13.685,1.0,22.20000038,127.0,0.0,-0.2,1.0954451150101292,0.8432740427168672,128.2,-2.0,1,16320,0.766044443118978,0.6427876096865394,0.9749279121818236,-2.0,0.5074162634185424,16320.0,-7.649074015238526,-0.1939393939393918,1,-1,0.5323894505050792
2026-04-22 07:20:30+00:00,,,0.5,42.0,13.685,1.0,22.20000038,127.0,0.0,-0.2,1.0954451150101234,0.9660917830839547,127.8,-2.0,1,16350,0.766044443118978,0.6427876096865394,0.9749279121818236,-2.0,0.6102571532700857,16350.0,-6.218922734766297,-0.2545454545454471,1,-1,0.5264779906497291
